./data/testImages/18_11.jpg,208.0,296.0,258.0,357.0,0.2911624610424042
./data/testImages/18_13.jpg,738.0,423.0,795.0,467.0,0.2909145653247833
./data/testImages/18_15.jpg,738.0,422.0,795.0,466.0,0.29045653343200684
./data/testImages/18_17.jpg,465.0,531.0,528.0,578.0,0.2906548082828522
./data/testImages/18_19.jpg,298.0,549.0,353.0,609.0,0.29022112488746643
./data/testImages/18_8.jpg,738.0,422.0,795.0,467.0,0.2899431884288788
./data/testImages/18_9.jpg,336.0,243.0,385.0,297.0,0.2898823022842407
./data/testImages/48_10.jpg,88.0,331.0,130.0,388.0,0.2898232340812683
./data/testImages/48_11.jpg,88.0,331.0,130.0,388.0,0.2898780405521393
./data/testImages/48_12.jpg,386.0,520.0,435.0,575.0,0.2898719906806946
./data/testImages/48_13.jpg,659.0,238.0,719.0,295.0,0.28949129581451416
./data/testImages/48_15.jpg,659.0,238.0,717.0,295.0,0.28971776366233826
./data/testImages/48_16.jpg,118.0,515.0,169.0,588.0,0.2894532382488251
./data/testImages/48_17.jpg,263.0,742.0,298.0,789.0,0.29015088081359863
./data/testImages/48_18.jpg,148.0,746.0,203.0,798.0,0.29068365693092346
./data/testImages/48_19.jpg,4.0,592.0,72.0,637.0,0.2893012464046478
./data/testImages/48_20.jpg,381.0,523.0,431.0,572.0,0.2897922992706299
./data/testImages/48_21.jpg,5.0,592.0,72.0,637.0,0.29115575551986694
./data/testImages/48_22.jpg,428.0,79.0,494.0,125.0,0.29001638293266296
./data/testImages/48_23.jpg,468.0,245.0,518.0,297.0,0.2891145646572113
./data/testImages/48_24.jpg,-2.0,585.0,63.0,632.0,0.28915515542030334
./data/testImages/48_25.jpg,152.0,363.0,215.0,409.0,0.29061159491539
./data/testImages/48_7.jpg,418.0,404.0,448.0,441.0,0.290027916431427
./data/testImages/48_8.jpg,534.0,134.0,585.0,192.0,0.2905958592891693
./data/testImages/48_9.jpg,711.0,697.0,776.0,745.0,0.28961578011512756
./data/testImages/60_14.jpg,594.0,284.0,664.0,365.0,0.28947460651397705
./data/testImages/60_16.jpg,606.0,337.0,682.0,397.0,0.28926077485084534
./data/testImages/60_18.jpg,743.0,611.0,806.0,702.0,0.28901904821395874
./data/testImages/60_28.jpg,598.0,780.0,676.0,843.0,0.2902340292930603
./data/testImages/60_30.jpg,922.0,879.0,1004.0,940.0,0.28981614112854004
./data/testImages/60_32.jpg,922.0,879.0,1004.0,940.0,0.28984081745147705
./data/testImages/60_33.jpg,320.0,690.0,389.0,740.0,0.28983402252197266
./data/testImages/18_11.jpg,208.0,296.0,258.0,357.0,0.2911624610424042
